task,representation,model,seed,AUC,PR_AUC,BalAcc,Accuracy,F1,Precision_0,Recall_0,Precision_1,Recall_1,MacroF1,Precision_2,Recall_2
is_triadic,KG,XGB,1,0.7488037379361349,0.51466747467968,0.580661186642,0.7764441951766685,0.2974973563623546,0.7827552986512524,0.9717446554043953,0.690671031096563,0.18957771787960467,,,
is_triadic,KG,LR,2,0.683057109088865,0.42878904946208907,0.5629314975425317,0.7583847448121144,0.26283367556468173,0.7758851441781238,0.953356256540589,0.5517241379310345,0.1725067385444744,,,
is_triadic,KG,XGB,2,0.748973318090596,0.5192872768209951,0.5835812225809038,0.7779024116657319,0.30526315789473685,0.7839826317693885,0.9717446554043953,0.6971153846153846,0.1954177897574124,,,
is_triadic,KG,LR,3,0.683057109088865,0.42878904946208907,0.5629314975425317,0.7583847448121144,0.26283367556468173,0.7758851441781238,0.953356256540589,0.5517241379310345,0.1725067385444744,,,
is_triadic,KG,XGB,3,0.7503824116433666,0.518944575085714,0.5874744807052708,0.7799214806505889,0.3154221912072575,0.785619335347432,0.9718941545821498,0.70625,0.20305480682839172,,,
is_triadic,KG,LR,4,0.683057109088865,0.42878904946208907,0.5629314975425317,0.7583847448121144,0.26283367556468173,0.7758851441781238,0.953356256540589,0.5517241379310345,0.1725067385444744,,,
is_triadic,KG,XGB,4,0.7486406051855663,0.5180845045492823,0.5848560287994786,0.7773415591699383,0.3100451859575947,0.7846079380445304,0.9693526685603229,0.685099846390169,0.20035938903863432,,,
is_triadic,KG,LR,5,0.683057109088865,0.42878904946208907,0.5629314975425317,0.7583847448121144,0.26283367556468173,0.7758851441781238,0.953356256540589,0.5517241379310345,0.1725067385444744,,,
is_triadic,KG,XGB,5,0.7481912009861306,0.5181233846505467,0.5817839080052176,0.7772293886707796,0.30021141649048627,0.7832108876309768,0.9721931529376588,0.696078431372549,0.19137466307277629,,,
is_triadic,KG,LR,6,0.683057109088865,0.42878904946208907,0.5629314975425317,0.7583847448121144,0.26283367556468173,0.7758851441781238,0.953356256540589,0.5517241379310345,0.1725067385444744,,,
is_triadic,KG,XGB,6,0.7513278965600012,0.5175048803133204,0.5836563415522957,0.7777902411665731,0.30564318261479145,0.7840250965250966,0.9714456570488862,0.6953748006379585,0.1958670260557053,,,
is_triadic,KG,LR,7,0.683057109088865,0.42878904946208907,0.5629314975425317,0.7583847448121144,0.26283367556468173,0.7758851441781238,0.953356256540589,0.5517241379310345,0.1725067385444744,,,
is_triadic,KG,XGB,7,0.7473040113463563,0.5214470267544324,0.5847020970315481,0.7798093101514302,0.30660543977393145,0.7843561973525872,0.9744356406039767,0.7173553719008264,0.1949685534591195,,,
is_triadic,KG,LR,8,0.683057109088865,0.42878904946208907,0.5629314975425317,0.7583847448121144,0.26283367556468173,0.7758851441781238,0.953356256540589,0.5517241379310345,0.1725067385444744,,,
is_triadic,KG,XGB,8,0.7485664936210328,0.5161829158822451,0.5828304022494992,0.7787997756590017,0.301699716713881,0.7835758085848262,0.9742861414262222,0.7123745819397993,0.19137466307277629,,,
is_triadic,KG,LR,9,0.683057109088865,0.42878904946208907,0.5629314975425317,0.7583847448121144,0.26283367556468173,0.7758851441781238,0.953356256540589,0.5517241379310345,0.1725067385444744,,,
is_triadic,KG,XGB,9,0.7471133428083305,0.5180798622724639,0.5848541818869053,0.7784632641615256,0.3087154357717886,0.7845243843553839,0.9715951562266407,0.6988906497622821,0.19811320754716982,,,
is_triadic,TEXT,LR,0,0.6934216130679205,0.4052943388461685,0.5684288496071852,0.7418956814357824,0.30039525691699603,0.7794192562404483,0.9149349678576768,0.464722483537159,0.22192273135669363,,,
is_triadic,TEXT,XGB,0,0.7261743576807452,0.47610368917491763,0.5390176735429573,0.7643297812675266,0.15859030837004406,0.7653863951874132,0.9890865600239198,0.7306273062730627,0.0889487870619946,,,
is_triadic,TEXT,LR,1,0.6934216130679205,0.4052943388461685,0.5684288496071852,0.7418956814357824,0.30039525691699603,0.7794192562404483,0.9149349678576768,0.464722483537159,0.22192273135669363,,,
is_triadic,TEXT,XGB,1,0.7276989672199211,0.4773958043373425,0.5357235202771524,0.7625350532809871,0.14808853118712273,0.76409426987061,0.9887875616684109,0.7104247104247104,0.08265947888589398,,,
is_triadic,TEXT,LR,2,0.6934216130679205,0.4052943388461685,0.5684288496071852,0.7418956814357824,0.30039525691699603,0.7794192562404483,0.9149349678576768,0.464722483537159,0.22192273135669363,,,
is_triadic,TEXT,XGB,2,0.724897536648454,0.4812156432960301,0.5343754419997591,0.7620863712843522,0.14303030303030304,0.7635587352873298,0.9892360592016743,0.7108433734939759,0.07951482479784366,,,
is_triadic,TEXT,LR,3,0.6934216130679205,0.4052943388461685,0.5684288496071852,0.7418956814357824,0.30039525691699603,0.7794192562404483,0.9149349678576768,0.464722483537159,0.22192273135669363,,,
is_triadic,TEXT,XGB,3,0.7271812944157288,0.4760103890494431,0.5369975877306978,0.7624228827818283,0.15415335463258786,0.76461734398518,0.9872925698908656,0.6942446043165468,0.0867026055705301,,,
is_triadic,TEXT,LR,4,0.6934216130679205,0.4052943388461685,0.5684288496071852,0.7418956814357824,0.30039525691699603,0.7794192562404483,0.9149349678576768,0.464722483537159,0.22192273135669363,,,
is_triadic,TEXT,XGB,4,0.7269381064001632,0.4772468567261926,0.5393925296348876,0.7642176107683679,0.16054313099041534,0.765543591524835,0.9884885633129018,0.7230215827338129,0.09029649595687332,,,
is_triadic,TEXT,LR,5,0.6934216130679205,0.4052943388461685,0.5684288496071852,0.7418956814357824,0.30039525691699603,0.7794192562404483,0.9149349678576768,0.464722483537159,0.22192273135669363,,,
is_triadic,TEXT,XGB,5,0.7278933967435507,0.4770989063474398,0.534450560971151,0.7619742007851935,0.14366424535916061,0.7635922890453654,0.9889370608461654,0.7063492063492064,0.07996406109613657,,,
is_triadic,TEXT,LR,6,0.6934216130679205,0.4052943388461685,0.5684288496071852,0.7418956814357824,0.30039525691699603,0.7794192562404483,0.9149349678576768,0.464722483537159,0.22192273135669363,,,
is_triadic,TEXT,XGB,6,0.724453438125138,0.477567107702469,0.5391679114857411,0.7641054402692092,0.15980823012385137,0.7654549664274137,0.9884885633129018,0.7220216606498195,0.08984725965858041,,,
is_triadic,TEXT,LR,7,0.6934216130679205,0.4052943388461685,0.5684288496071852,0.7418956814357824,0.30039525691699603,0.7794192562404483,0.9149349678576768,0.464722483537159,0.22192273135669363,,,
is_triadic,TEXT,XGB,7,0.7282981056587118,0.4834921806945156,0.5356476625407312,0.7630959057767807,0.1463217461600647,0.7640475366332065,0.989983555090447,0.7298387096774194,0.08131176999101528,,,
is_triadic,TEXT,LR,8,0.6934216130679205,0.4052943388461685,0.5684288496071852,0.7418956814357824,0.30039525691699603,0.7794192562404483,0.9149349678576768,0.464722483537159,0.22192273135669363,,,
is_triadic,TEXT,XGB,8,0.7243573315108672,0.4796024006308769,0.5369961102006392,0.7633202467750981,0.15192926045016078,0.7645903154975153,0.9890865600239198,0.7213740458015268,0.08490566037735849,,,
is_triadic,TEXT,LR,9,0.6934216130679205,0.4052943388461685,0.5684288496071852,0.7418956814357824,0.30039525691699603,0.7794192562404483,0.9149349678576768,0.464722483537159,0.22192273135669363,,,
is_triadic,TEXT,XGB,9,0.7229479021558104,0.47626563761346086,0.5362467673992932,0.7633202467750981,0.14850686037126715,0.7642848897610528,0.9898340559126925,0.7301587301587301,0.08265947888589398,,,
is_triadic,HYBRID,LR,0,0.7266921312256233,0.45992788066870327,0.6039240579100444,0.7562535053280988,0.38038209295694325,0.7957820277705004,0.9082075048587233,0.5206869633099142,0.2996406109613657,,,
is_triadic,HYBRID,XGB,0,0.769511959732739,0.5430132058242526,0.5787854286522898,0.7779024116657319,0.28930366116295764,0.7818073010173548,0.97652862909254,0.7196428571428571,0.18104222821203952,,,
is_triadic,HYBRID,LR,1,0.7266921312256233,0.45992788066870327,0.6039240579100444,0.7562535053280988,0.38038209295694325,0.7957820277705004,0.9082075048587233,0.5206869633099142,0.2996406109613657,,,
is_triadic,HYBRID,XGB,1,0.7729441948985721,0.5479620963149197,0.5829025661607738,0.7804823331463825,0.2998211091234347,0.7834890965732088,0.9775751233368216,0.7363796133567663,0.18823000898472597,,,
is_triadic,HYBRID,LR,2,0.7266921312256233,0.45992788066870327,0.6039240579100444,0.7562535053280988,0.38038209295694325,0.7957820277705004,0.9082075048587233,0.5206869633099142,0.2996406109613657,,,
is_triadic,HYBRID,XGB,2,0.7730356674412953,0.5463435346632004,0.5809575993199063,0.7784632641615256,0.29590017825311943,0.7827495201535508,0.9754821348482583,0.7167530224525043,0.18643306379155436,,,
is_triadic,HYBRID,LR,3,0.7266921312256233,0.45992788066870327,0.6039240579100444,0.7562535053280988,0.38038209295694325,0.7957820277705004,0.9082075048587233,0.5206869633099142,0.2996406109613657,,,
is_triadic,HYBRID,XGB,3,0.7735385649449008,0.5475950511610141,0.582381535333721,0.7783510936623668,0.3007784854918613,0.7834034876728804,0.9738376438929586,0.7083333333333334,0.19092542677448338,,,
is_triadic,HYBRID,LR,4,0.7266921312256233,0.45992788066870327,0.6039240579100444,0.7562535053280988,0.38038209295694325,0.7957820277705004,0.9082075048587233,0.5206869633099142,0.2996406109613657,,,
is_triadic,HYBRID,XGB,4,0.7750919863202207,0.5463730746048084,0.5809561217898477,0.7793606281547953,0.2947292936536393,0.7826867816091954,0.9772761249813126,0.7300177619893428,0.18463611859838275,,,
is_triadic,HYBRID,LR,5,0.7266921312256233,0.45992788066870327,0.6039240579100444,0.7562535053280988,0.38038209295694325,0.7957820277705004,0.9082075048587233,0.5206869633099142,0.2996406109613657,,,
is_triadic,HYBRID,XGB,5,0.7724274623407811,0.5494683767734586,0.5810305019962103,0.7796971396522715,0.29454022988505746,0.7826971401220534,0.9778741216923307,0.7347670250896058,0.18418688230008984,,,
is_triadic,HYBRID,LR,6,0.7266921312256233,0.45992788066870327,0.6039240579100444,0.7562535053280988,0.38038209295694325,0.7957820277705004,0.9082075048587233,0.5206869633099142,0.2996406109613657,,,
is_triadic,HYBRID,XGB,6,0.7759670199172396,0.5546826784716313,0.5826031984227501,0.780257992148065,0.2991055456171735,0.7833692786963815,0.9774256241590671,0.7346221441124781,0.18778077268643306,,,
is_triadic,HYBRID,LR,7,0.7266921312256233,0.45992788066870327,0.6039240579100444,0.7562535053280988,0.38038209295694325,0.7957820277705004,0.9082075048587233,0.5206869633099142,0.2996406109613657,,,
is_triadic,HYBRID,XGB,7,0.7743195739018224,0.5530157838150084,0.5803573863138003,0.7789119461581604,0.2932950878451058,0.7824473180076629,0.9769771266258036,0.7264653641207816,0.18373764600179696,,,
is_triadic,HYBRID,LR,8,0.7266921312256233,0.45992788066870327,0.6039240579100444,0.7562535053280988,0.38038209295694325,0.7957820277705004,0.9082075048587233,0.5206869633099142,0.2996406109613657,,,
is_triadic,HYBRID,XGB,8,0.7754302399629703,0.5509429135505671,0.5863476961343919,0.7816040381379697,0.30981921304501947,0.7849759615384615,0.9763791299147855,0.7344537815126051,0.1963162623539982,,,
is_triadic,HYBRID,LR,9,0.7266921312256233,0.45992788066870327,0.6039240579100444,0.7562535053280988,0.38038209295694325,0.7957820277705004,0.9082075048587233,0.5206869633099142,0.2996406109613657,,,
is_triadic,HYBRID,XGB,9,0.7748008121579769,0.5476034146340478,0.5818571800640362,0.7782389231632081,0.2991846862814605,0.7831730769230769,0.9741366422484676,0.7092436974789916,0.18957771787960467,,,
is_triadic,META,LR,0,0.6618324569565271,0.36368617344206366,0.5081717150510748,0.7479528883903533,0.054690786705931846,0.7534230944774076,0.987143070713111,0.4304635761589404,0.029200359389038633,,,
is_triadic,META,XGB,0,0.6802914750410922,0.3820685233426663,0.5109452068723415,0.7473920358945597,0.07095709570957096,0.7545026958816107,0.9832560920914934,0.43434343434343436,0.03863432165318958,,,
is_triadic,META,LR,1,0.6618324569565271,0.36368617344206366,0.5081717150510748,0.7479528883903533,0.054690786705931846,0.7534230944774076,0.987143070713111,0.4304635761589404,0.029200359389038633,,,
is_triadic,META,XGB,1,0.6811734261652037,0.38670054914382007,0.5124413067974308,0.7489624228827818,0.07367549668874172,0.7550716332378223,0.9849005830467933,0.46842105263157896,0.03998203054806829,,,
is_triadic,META,LR,2,0.6618324569565271,0.36368617344206366,0.5081717150510748,0.7479528883903533,0.054690786705931846,0.7534230944774076,0.987143070713111,0.4304635761589404,0.029200359389038633,,,
is_triadic,META,XGB,2,0.6783184015488813,0.38110836141386456,0.5114695621420264,0.7475042063937185,0.0732811856731165,0.7547061524334252,0.9829570937359845,0.43842364532019706,0.03998203054806829,,,
is_triadic,META,LR,3,0.6618324569565271,0.36368617344206366,0.5081717150510748,0.7479528883903533,0.054690786705931846,0.7534230944774076,0.987143070713111,0.4304635761589404,0.029200359389038633,,,
is_triadic,META,XGB,3,0.6805429237928948,0.3851149518206251,0.5121426778244363,0.7482893998878295,0.07425742574257425,0.7549615693472524,0.9838540888025116,0.45454545454545453,0.04043126684636118,,,
is_triadic,META,LR,4,0.6618324569565271,0.36368617344206366,0.5081717150510748,0.7479528883903533,0.054690786705931846,0.7534230944774076,0.987143070713111,0.4304635761589404,0.029200359389038633,,,
is_triadic,META,XGB,4,0.6803600458679059,0.38563120821948704,0.512514948238764,0.7497476163768929,0.0715771951727008,0.7550926985580224,0.9863955748243385,0.4858757062146893,0.03863432165318958,,,
is_triadic,META,LR,5,0.6618324569565271,0.36368617344206366,0.5081717150510748,0.7479528883903533,0.054690786705931846,0.7534230944774076,0.987143070713111,0.4304635761589404,0.029200359389038633,,,
is_triadic,META,XGB,5,0.6789916851324345,0.38120991364954265,0.5112427276977919,0.7487380818844643,0.06821963394342762,0.7546068444546183,0.9856480789355658,0.4606741573033708,0.036837376460017966,,,
is_triadic,META,LR,6,0.6618324569565271,0.36368617344206366,0.5081717150510748,0.7479528883903533,0.054690786705931846,0.7534230944774076,0.987143070713111,0.4304635761589404,0.029200359389038633,,,
is_triadic,META,XGB,6,0.6793128800190521,0.38346976466798877,0.5125919141227293,0.748513740886147,0.07584501236603462,0.755134825014343,0.9838540888025116,0.46,0.04132973944294699,,,
is_triadic,META,LR,7,0.6618324569565271,0.36368617344206366,0.5081717150510748,0.7479528883903533,0.054690786705931846,0.7534230944774076,0.987143070713111,0.4304635761589404,0.029200359389038633,,,
is_triadic,META,XGB,7,0.6802891580053183,0.38477495450969074,0.5132646604226246,0.7495232753785754,0.0761274306992139,0.755387436955525,0.9851995814023022,0.4816753926701571,0.04132973944294699,,,
is_triadic,META,LR,8,0.6618324569565271,0.36368617344206366,0.5081717150510748,0.7479528883903533,0.054690786705931846,0.7534230944774076,0.987143070713111,0.4304635761589404,0.029200359389038633,,,
is_triadic,META,XGB,8,0.6801758918942298,0.38212176446889157,0.5129667702146595,0.7484015703869882,0.07809288943690916,0.7552824988516307,0.9832560920914934,0.45893719806763283,0.0426774483378257,,,
is_triadic,META,LR,9,0.6618324569565271,0.36368617344206366,0.5081717150510748,0.7479528883903533,0.054690786705931846,0.7534230944774076,0.987143070713111,0.4304635761589404,0.029200359389038633,,,
is_triadic,META,XGB,9,0.6816610782450221,0.38941563624702724,0.514238621373117,0.7496354458777341,0.08072487644151564,0.7557672443475267,0.9844520855135297,0.48514851485148514,0.0440251572327044,,,
is_triadic,KG+META,LR,0,0.7059576161100206,0.44971122713206396,0.5753620922470372,0.7635445877734156,0.2963951935914553,0.7812154696132597,0.9512632680520258,0.5766233766233766,0.19946091644204852,,,
is_triadic,KG+META,XGB,0,0.7831196421905753,0.5482776459319447,0.5960895219344038,0.7813796971396523,0.34043993231810493,0.7895186904471048,0.966213185827478,0.6899862825788752,0.22596585804132974,,,
is_triadic,KG+META,LR,1,0.7059576161100206,0.44971122713206396,0.5753620922470372,0.7635445877734156,0.2963951935914553,0.7812154696132597,0.9512632680520258,0.5766233766233766,0.19946091644204852,,,
is_triadic,KG+META,XGB,1,0.7826957589648802,0.5508610849232132,0.5988615362256119,0.7817162086371284,0.348292029470864,0.7908031882280809,0.9641201973389146,0.6842105263157895,0.23360287511230907,,,
is_triadic,KG+META,LR,2,0.7059576161100206,0.44971122713206396,0.5753620922470372,0.7635445877734156,0.2963951935914553,0.7812154696132597,0.9512632680520258,0.5766233766233766,0.19946091644204852,,,
is_triadic,KG+META,XGB,2,0.7840270135477418,0.5563709566216122,0.6007350779202341,0.7816040381379697,0.35380019913707267,0.7917076771653543,0.9620272088503513,0.6772554002541296,0.2394429469901168,,,
is_triadic,KG+META,LR,3,0.7059576161100206,0.44971122713206396,0.5753620922470372,0.7635445877734156,0.2963951935914553,0.7812154696132597,0.9512632680520258,0.5766233766233766,0.19946091644204852,,,
is_triadic,KG+META,XGB,3,0.7850899621040404,0.5568230410995993,0.5991609039636355,0.7819405496354459,0.34896182183523106,0.7909258123850399,0.9642696965166692,0.6855263157894737,0.23405211141060198,,,
is_triadic,KG+META,LR,4,0.7059576161100206,0.44971122713206396,0.5753620922470372,0.7635445877734156,0.2963951935914553,0.7812154696132597,0.9512632680520258,0.5766233766233766,0.19946091644204852,,,
is_triadic,KG+META,XGB,4,0.7813906633801025,0.5543198176143286,0.6029779349690666,0.7847448121144139,0.3575493806494811,0.7924944812362031,0.9660636866497234,0.7017082785808147,0.2398921832884097,,,
is_triadic,KG+META,LR,5,0.7059576161100206,0.44971122713206396,0.5753620922470372,0.7635445877734156,0.2963951935914553,0.7812154696132597,0.9512632680520258,0.5766233766233766,0.19946091644204852,,,
is_triadic,KG+META,XGB,5,0.7861116741396108,0.5554496499283692,0.5999091386174376,0.7826135726303982,0.35053619302949063,0.7912222630869192,0.9648676932276873,0.6899736147757256,0.23495058400718777,,,
is_triadic,KG+META,LR,6,0.7059576161100206,0.44971122713206396,0.5753620922470372,0.7635445877734156,0.2963951935914553,0.7812154696132597,0.9512632680520258,0.5766233766233766,0.19946091644204852,,,
is_triadic,KG+META,XGB,6,0.7828194013666079,0.5533153784277798,0.6044003934528226,0.7855300056085249,0.3609625668449198,0.7931034482758621,0.966213185827478,0.7049608355091384,0.24258760107816713,,,
is_triadic,KG+META,LR,7,0.7059576161100206,0.44971122713206396,0.5753620922470372,0.7635445877734156,0.2963951935914553,0.7812154696132597,0.9512632680520258,0.5766233766233766,0.19946091644204852,,,
is_triadic,KG+META,XGB,7,0.7835803629270515,0.5502778971998565,0.5987853091066759,0.7825014021312395,0.3473577919892292,0.7906976744186046,0.9657646882942144,0.6926174496644295,0.23180592991913745,,,
is_triadic,KG+META,LR,8,0.7059576161100206,0.44971122713206396,0.5753620922470372,0.7635445877734156,0.2963951935914553,0.7812154696132597,0.9512632680520258,0.5766233766233766,0.19946091644204852,,,
is_triadic,KG+META,XGB,8,0.7813453972319415,0.5516250757651704,0.6007310147125727,0.7840717891194616,0.3516335466487033,0.7914831130690162,0.9669606817162506,0.702557200538358,0.23450134770889489,,,
is_triadic,KG+META,LR,9,0.7059576161100206,0.44971122713206396,0.5753620922470372,0.7635445877734156,0.2963951935914553,0.7812154696132597,0.9512632680520258,0.5766233766233766,0.19946091644204852,,,
is_triadic,KG+META,XGB,9,0.7847756175840583,0.5564082652426606,0.6065721947379245,0.786315199102636,0.36647821749251747,0.7940742562085075,0.9656151891164598,0.70550576184379,0.24752920035938905,,,
is_triadic,FULL,LR,0,0.7364027945734887,0.4669856949560231,0.604672661946361,0.7567021873247336,0.38187517811342264,0.7961215932914046,0.9083570040364778,0.5222135619641465,0.30098831985624436,,,
is_triadic,FULL,XGB,0,0.7954852927329565,0.5624648038698689,0.5897987362282445,0.7791362871564779,0.3236001374098248,0.7867557715674363,0.9680071759605322,0.6875912408759124,0.21159029649595687,,,
is_triadic,FULL,LR,1,0.7364027945734887,0.4669856949560231,0.604672661946361,0.7567021873247336,0.38187517811342264,0.7961215932914046,0.9083570040364778,0.5222135619641465,0.30098831985624436,,,
is_triadic,FULL,XGB,1,0.7970395536139915,0.5726824811882285,0.5954859844856657,0.7838474481211442,0.33620392697209783,0.7890264627336733,0.9717446554043953,0.7208271787296898,0.2192273135669362,,,
is_triadic,FULL,LR,2,0.7364027945734887,0.4669856949560231,0.604672661946361,0.7567021873247336,0.38187517811342264,0.7961215932914046,0.9083570040364778,0.5222135619641465,0.30098831985624436,,,
is_triadic,FULL,XGB,2,0.7938893923684498,0.5701647730058854,0.5989333307543718,0.7836231071228267,0.34676600067727736,0.7906692721055203,0.9678576767827777,0.7042640990371389,0.23000898472596587,,,
is_triadic,FULL,LR,3,0.7364027945734887,0.4669856949560231,0.604672661946361,0.7567021873247336,0.38187517811342264,0.7961215932914046,0.9083570040364778,0.5222135619641465,0.30098831985624436,,,
is_triadic,FULL,XGB,3,0.7937399603511525,0.562255370269234,0.5946648471555599,0.7819405496354459,0.33561175666438825,0.7888009738283628,0.9687546718493049,0.7014285714285714,0.2205750224618149,,,
is_triadic,FULL,LR,4,0.7364027945734887,0.4669856949560231,0.604672661946361,0.7567021873247336,0.38187517811342264,0.7961215932914046,0.9083570040364778,0.5222135619641465,0.30098831985624436,,,
is_triadic,FULL,XGB,4,0.7936407979360787,0.5652899663984019,0.594216719004811,0.7810431856421761,0.335149863760218,0.7886654478976234,0.9674091792495141,0.6929577464788732,0.2210242587601078,,,
is_triadic,FULL,LR,5,0.7364027945734887,0.4669856949560231,0.604672661946361,0.7567021873247336,0.38187517811342264,0.7961215932914046,0.9083570040364778,0.5222135619641465,0.30098831985624436,,,
is_triadic,FULL,XGB,5,0.7975999404689708,0.5739350288984333,0.5970601584422642,0.783510936623668,0.3412969283276451,0.7897941785409817,0.9695021677380774,0.7102272727272727,0.22461814914645103,,,
is_triadic,FULL,LR,6,0.7364027945734887,0.4669856949560231,0.604672661946361,0.7567021873247336,0.38187517811342264,0.7961215932914046,0.9083570040364778,0.5222135619641465,0.30098831985624436,,,
is_triadic,FULL,XGB,6,0.7951182272540628,0.5649250280146956,0.59593928399162,0.7816040381379697,0.3397761953204476,0.7894287109375,0.9668111825384961,0.6929460580912863,0.22506738544474394,,,
is_triadic,FULL,LR,7,0.7364027945734887,0.4669856949560231,0.604672661946361,0.7567021873247336,0.38187517811342264,0.7961215932914046,0.9083570040364778,0.5222135619641465,0.30098831985624436,,,
is_triadic,FULL,XGB,7,0.7953002656733367,0.5676038120909759,0.5954141899569059,0.7819405496354459,0.33787465940054495,0.7891529555149299,0.9680071759605322,0.6985915492957746,0.22282120395327942,,,
is_triadic,FULL,LR,8,0.7364027945734887,0.4669856949560231,0.604672661946361,0.7567021873247336,0.38187517811342264,0.7961215932914046,0.9083570040364778,0.5222135619641465,0.30098831985624436,,,
is_triadic,FULL,XGB,8,0.7975896313387888,0.5707589860372423,0.5978087624785808,0.7839596186203028,0.3431105047748977,0.7901084175904495,0.9696516669158319,0.7124645892351275,0.22596585804132974,,,
is_triadic,FULL,LR,9,0.7364027945734887,0.4669856949560231,0.604672661946361,0.7567021873247336,0.38187517811342264,0.7961215932914046,0.9083570040364778,0.5222135619641465,0.30098831985624436,,,
is_triadic,FULL,XGB,9,0.7955284433267154,0.5657956834049153,0.592118928543557,0.7808188446438586,0.3289835164835165,0.7877020294081906,0.9690536702048139,0.6982507288629738,0.2151841868823001,,,
is_triadic,NETFEAT,LR,0,0.6237658090679243,0.33303636420083865,0.5032989552384955,0.7491867638810993,0.023580786026200874,0.7515534967800248,0.9944685304230827,0.421875,0.012129380053908356,,,
is_triadic,NETFEAT,XGB,0,0.6323511653749696,0.34259412887028057,0.5077953814290859,0.7489624228827818,0.04927782497875956,0.7532718789120292,0.9895350575571834,0.453125,0.02605570530098832,,,
is_triadic,NETFEAT,LR,1,0.6237658090679243,0.33303636420083865,0.5032989552384955,0.7491867638810993,0.023580786026200874,0.7515534967800248,0.9944685304230827,0.421875,0.012129380053908356,,,
is_triadic,NETFEAT,XGB,1,0.6319684179293168,0.34318608416404295,0.5093695553856844,0.7486259113853057,0.05879882402351953,0.7538812785388128,0.9872925698908656,0.45161290322580644,0.031446540880503145,,,
is_triadic,NETFEAT,LR,2,0.6237658090679243,0.33303636420083865,0.5032989552384955,0.7491867638810993,0.023580786026200874,0.7515534967800248,0.9944685304230827,0.421875,0.012129380053908356,,,
is_triadic,NETFEAT,XGB,2,0.6309444895986585,0.3402125141215415,0.5073479920433663,0.7476163768928772,0.05143338954468803,0.7531075379176645,0.9872925698908656,0.4178082191780822,0.027403414195867025,,,
is_triadic,NETFEAT,LR,3,0.6237658090679243,0.33303636420083865,0.5032989552384955,0.7491867638810993,0.023580786026200874,0.7515534967800248,0.9944685304230827,0.421875,0.012129380053908356,,,
is_triadic,NETFEAT,XGB,3,0.6315567914870628,0.34353129815340666,0.5089206884699061,0.7481772293886708,0.05791019723038187,0.7537108928979219,0.9868440723576021,0.4394904458598726,0.03099730458221024,,,
is_triadic,NETFEAT,LR,4,0.6237658090679243,0.33303636420083865,0.5032989552384955,0.7491867638810993,0.023580786026200874,0.7515534967800248,0.9944685304230827,0.421875,0.012129380053908356,,,
is_triadic,NETFEAT,XGB,4,0.6309187671435462,0.3428583684228355,0.5096692925062227,0.7486259113853057,0.06037735849056604,0.7539972590223847,0.9869935715353566,0.4528301886792453,0.03234501347708895,,,
is_triadic,NETFEAT,LR,5,0.6237658090679243,0.33303636420083865,0.5032989552384955,0.7491867638810993,0.023580786026200874,0.7515534967800248,0.9944685304230827,0.421875,0.012129380053908356,,,
is_triadic,NETFEAT,XGB,5,0.6308454279242703,0.3422263892060804,0.5087700811446076,0.7486259113853057,0.05562579013906448,0.7536496350364964,0.9878905666018837,0.4489795918367347,0.029649595687331536,,,
is_triadic,NETFEAT,LR,6,0.6237658090679243,0.33303636420083865,0.5032989552384955,0.7491867638810993,0.023580786026200874,0.7515534967800248,0.9944685304230827,0.421875,0.012129380053908356,,,
is_triadic,NETFEAT,XGB,6,0.6323280621776886,0.342638579300214,0.5092936976492631,0.7491867638810993,0.056540084388185655,0.7538479078782351,0.9884885633129018,0.4652777777777778,0.03009883198562444,,,
is_triadic,NETFEAT,LR,7,0.6237658090679243,0.33303636420083865,0.5032989552384955,0.7491867638810993,0.023580786026200874,0.7515534967800248,0.9944685304230827,0.421875,0.012129380053908356,,,
is_triadic,NETFEAT,XGB,7,0.6317878906203303,0.341915323892235,0.5074978606036354,0.7476163768928772,0.05223251895534962,0.7531652788867343,0.987143070713111,0.4189189189189189,0.027852650494159928,,,
is_triadic,NETFEAT,LR,8,0.6237658090679243,0.33303636420083865,0.5032989552384955,0.7491867638810993,0.023580786026200874,0.7515534967800248,0.9944685304230827,0.421875,0.012129380053908356,,,
is_triadic,NETFEAT,XGB,8,0.6313934572551226,0.3420538336319025,0.5071218963641612,0.7484015703869882,0.0475583864118896,0.7530161620760301,0.9890865600239198,0.43410852713178294,0.025157232704402517,,,
is_triadic,NETFEAT,LR,9,0.6237658090679243,0.33303636420083865,0.5032989552384955,0.7491867638810993,0.023580786026200874,0.7515534967800248,0.9944685304230827,0.421875,0.012129380053908356,,,
is_triadic,NETFEAT,XGB,9,0.6316362423079449,0.3421909550950977,0.5092193174429005,0.7488502523836231,0.05726315789473684,0.7538215833903719,0.9878905666018837,0.4563758389261745,0.030548068283917342,,,
forward_citations_cat,KG,LR,0,,,0.5772209805365114,0.6086371284352216,,0.6934349355216881,0.7853507413144502,0.455012853470437,0.2638837122623928,0.5539590877693743,0.5216421240517626,0.6824284880326912
forward_citations_cat,KG,XGB,0,,,0.5913307839179902,0.635445877734156,,0.6835735896066916,0.8499668068156672,0.49116347569955815,0.24860231084606785,0.5738861372127716,0.5970072239422085,0.6754232340922358
forward_citations_cat,KG,LR,1,,,0.5772209805365114,0.6086371284352216,,0.6934349355216881,0.7853507413144502,0.455012853470437,0.2638837122623928,0.5539590877693743,0.5216421240517626,0.6824284880326912
